Rank,Rating,Title,Ratings,Variance,Confidences,URL’s,Review Title,Review Text,Decision,Area Chair’s Comment
357,6.29,Gradient Descent Provably Optimizes Over-parameterized Neural Networks,"3,8,8,7",2.06,"5,4,4,4",https://openreview.net/forum?id=S1eK3i09YQ,,,,
358,6.29,Competitive experience replay,"5,7,6,7",0.83,"4,4,4,5",https://openreview.net/forum?id=Sklsm20ctX,,,,
359,6.28,A generative adversarial network for style modeling in a text-to-speech system,"6,6,6,7",0.43,"5,5,3,5",https://openreview.net/forum?id=ByzcS3AcYX,,,,
360,6.27,The Deep Weight Prior,"4,8,7",1.7,"4,4,3",https://openreview.net/forum?id=ByGuynAct7,,,,
361,6.27,Policy Generalization In Capacity-Limited Reinforcement Learning,"7,7,5",0.94,"3,4,4",https://openreview.net/forum?id=ByxAOoR5K7,,,,
362,6.27,Regularized Learning for Domain Adaptation under Label Shifts,"7,6,6",0.47,"3,4,4",https://openreview.net/forum?id=rJl0r3R9KX,,,,
363,6.27,Hierarchical interpretations for neural network predictions,"7,6,6",0.47,"3,4,4",https://openreview.net/forum?id=SkEqro0ctQ,,,,
364,6.27,DELTA: DEEP LEARNING TRANSFER USING FEATURE MAP WITH ATTENTION FOR CONVOLUTIONAL NETWORKS,"7,6,6",0.47,"3,4,4",https://openreview.net/forum?id=rkgbwsAcYm,,,,
365,6.27,Poincare Glove: Hyperbolic Word Embeddings,"6,6,7",0.47,"4,4,3",https://openreview.net/forum?id=Ske5r3AqK7,,,,
366,6.27,Structured Neural Summarization,"6,6,7",0.47,"4,4,3",https://openreview.net/forum?id=H1ersoRqtm,,,,
367,6.27,Generating Liquid Simulations with Deformation-aware Neural Networks,"7,7,5",0.94,"3,4,4",https://openreview.net/forum?id=HyeGBj09Fm,,,,
368,6.25,ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware,"6,6,7",0.47,"4,2,2",https://openreview.net/forum?id=HylVB3AqYm,,,,
369,6.25,A Differentiable Self-disambiguated Sense Embedding Model via Scaled Gumbel Softmax,"7,6,6",0.47,"3,4,5",https://openreview.net/forum?id=Hyls7h05FQ,,,,
370,6.25,Reward Constrained Policy Optimization,"6,7,6",0.47,"4,2,2",https://openreview.net/forum?id=SkfrvsA9FX,,,,
371,6.25,LEARNING FACTORIZED REPRESENTATIONS FOR OPEN-SET DOMAIN ADAPTATION,"6,6,7",0.47,"5,4,3",https://openreview.net/forum?id=SJe3HiC5KX,,,,
372,6.25,Two-Timescale Networks for Nonlinear Value Function Approximation,"6,7,6,6",0.43,"4,4,4,4",https://openreview.net/forum?id=rJleN20qK7,,,,
373,6.25,Coarse-grain Fine-grain Coattention Network for Multi-evidence Question Answering,"7,7,4",1.41,"4,5,3",https://openreview.net/forum?id=Syl7OsRqY7,,,,
374,6.23,Exemplar Guided Unsupervised Image-to-Image Translation with Semantic Consistency,"6,5,8",1.25,"4,5,4",https://openreview.net/forum?id=S1lTg3RqYQ,,,,
375,6.23,Relational Forward Models for Multi-Agent Learning,"7,6,6,6",0.43,"3,3,3,4",https://openreview.net/forum?id=rJlEojAqFm,,,,
376,6.23,Diversity-Sensitive Conditional Generative Adversarial Networks,"7,5,7",0.94,"3,5,5",https://openreview.net/forum?id=rJliMh09F7,,,,
377,6.23,On Self Modulation for Generative Adversarial Networks,"7,5,7",0.94,"4,5,4",https://openreview.net/forum?id=Hkl5aoR5tm,,,,
378,6.23,SGD Converges to Global Minimum in Deep Learning via Star-convex Path,"6,5,8",1.25,"4,5,4",https://openreview.net/forum?id=BylIciRcYQ,,,,
379,6.23,Learning Preconditioner on Matrix Lie Group,"8,4,7",1.7,"5,5,3",https://openreview.net/forum?id=Bye5SiAqKX,,,,
380,6.23,A Biologically Inspired Visual Working Memory for Deep Networks,"4,5,9",2.16,"4,4,5",https://openreview.net/forum?id=B1fbosCcYm,,,,
381,6.23,Reasoning About Physical Interactions with Object-Centric Models,"5,5,9",1.89,"5,4,4",https://openreview.net/forum?id=HJx9EhC9tQ,,,,
382,6.22,Learning Programmatically Structured Representations with Perceptor Gradients,"7,6,5",0.82,"5,1,3",https://openreview.net/forum?id=SJggZnRcFQ,,,,
383,6.22,Understanding Composition of Word Embeddings via Tensor Decomposition,"7,6,6",0.47,"2,4,3",https://openreview.net/forum?id=H1eqjiCctX,,,,
384,6.22,Double Viterbi: Weight Encoding for High Compression Ratio and Fast On-Chip Reconstruction for Deep Neural Network,"6,6,7",0.47,"4,3,2",https://openreview.net/forum?id=HkfYOoCcYX,,,,
385,6.22,A Rotation and a Translation Suffice: Fooling CNNs with Simple Transformations,"8,6,5",1.25,"3,2,4",https://openreview.net/forum?id=BJfvknCqFQ,,,,
386,6.21,Bayesian Policy Optimization for Model Uncertainty,"5,6,7,7",0.83,"4,3,4,3",https://openreview.net/forum?id=SJGvns0qK7,,,,
387,6.2,Stable Recurrent Models,"7,6,6",0.47,"2,4,4",https://openreview.net/forum?id=Hygxb2CqKm,,,,
388,6.2,On the Computational Inefficiency of Large Batch Sizes for Stochastic Gradient Descent,"5,8,5",1.41,"3,4,3",https://openreview.net/forum?id=S1en0sRqKm,,,,
389,6.2,Residual Learning Without Normalization via Better Initialization,"7,5,7",0.94,"3,4,3",https://openreview.net/forum?id=H1gsz30cKX,,,,
390,6.2,Unsupervised Adversarial Image Reconstruction,"6,8,4",1.63,"3,4,3",https://openreview.net/forum?id=BJg4Z3RqF7,,,,
391,6.2,Learning Kolmogorov Models for Binary Random Variables,"5,5,8",1.41,"4,2,4",https://openreview.net/forum?id=BJfguoAcFm,,,,
392,6.2,Representation Degeneration Problem in Training Natural Language Generation Models,"7,7,5",0.94,"3,3,4",https://openreview.net/forum?id=SkEYojRqtm,,,,
393,6.18,Maximal Divergence Sequential Autoencoder for Binary Software Vulnerability Detection,"6,7,6,6",0.43,"4,2,3,2",https://openreview.net/forum?id=ByloIiCqYQ,,,,
394,6.18,Scaling shared model governance via model splitting,"4,5,9",2.16,"3,4,4",https://openreview.net/forum?id=H1xEtoRqtQ,,,,
395,6.18,A new dog learns old tricks: RL finds classic optimization algorithms,"5,6,7",0.82,"3,3,5",https://openreview.net/forum?id=rkluJ2R9KQ,,,,
396,6.17,Adversarial Reprogramming of Neural Networks,"4,6,8",1.63,"3,5,4",https://openreview.net/forum?id=Syx_Ss05tm,,,,
397,6.17,Formal Limitations on the Measurement of Mutual Information,"8,6,4",1.63,"5,3,4",https://openreview.net/forum?id=BkedwoC5t7,,,,
398,6.17,Information asymmetry in KL-regularized RL,"7,5,7",0.94,"3,5,4",https://openreview.net/forum?id=S1lqMn05Ym,,,,
399,6.15,TimbreTron: A WaveNet(CycleGAN(CQT(Audio))) Pipeline for Musical Timbre Transfer,"4,7,8",1.7,"5,4,4",https://openreview.net/forum?id=S1lvm305YQ,,,,
400,6.15,Meta-Learning with Latent Embedding Optimization,"5,5,8",1.41,"5,3,5",https://openreview.net/forum?id=BJgklhAcK7,,,,
401,6.11,L-Shapley and C-Shapley: Efficient Model Interpretation for Structured Data,"7,7,5",0.94,"3,2,4",https://openreview.net/forum?id=S1E3Ko09F7,,,,
402,6.11,On the Sensitivity of Adversarial Robustness to Input Data Distributions,"7,5,7",0.94,"3,4,2",https://openreview.net/forum?id=S1xNEhR9KX,,,,
403,6.11,Uncovering Surprising Behaviors in Reinforcement Learning via Worst-case Analysis,"5,7,6",0.82,"3,4,2",https://openreview.net/forum?id=SkgZNnR5tX,,,,
404,6.11,Universal Successor Features Approximators,"7,5,6",0.82,"3,2,4",https://openreview.net/forum?id=S1VWjiRcKX,,,,
405,6.1,Learnable Embedding Space for Efficient Neural Architecture Compression,"5,7,6",0.82,"3,4,3",https://openreview.net/forum?id=S1xLN3C9YX,,,,
406,6.1,LEARNING TO PROPAGATE LABELS: TRANSDUCTIVE PROPAGATION NETWORK FOR FEW-SHOT LEARNING,"5,6,7",0.82,"3,3,4",https://openreview.net/forum?id=SyVuRiC5K7,,,,
407,6.09,Identifying Bias in AI using Simulation,"5,7,6",0.82,"4,5,2",https://openreview.net/forum?id=BJf_YjCqYX,,,,
408,6.09,Learning Heuristics for Automated Reasoning through Reinforcement Learning,"5,6,7",0.82,"3,4,4",https://openreview.net/forum?id=HkeyZhC9F7,,,,
409,6.09,Stochastic Gradient Descent Learns State Equations with Nonlinear Activations,"7,5,7",0.94,"3,5,3",https://openreview.net/forum?id=rkeMHjR9Ym,,,,
410,6.08,How to train your MAML,"5,6,7",0.82,"3,5,4",https://openreview.net/forum?id=HJGven05Y7,,,,
411,6.08,h-detach: Modifying the LSTM Gradient Towards Better Optimization,"5,6,7",0.82,"4,3,5",https://openreview.net/forum?id=ryf7ioRqFX,,,,
412,6.08,Graph Wavelet Neural Network,"4,7,7",1.41,"4,5,4",https://openreview.net/forum?id=H1ewdiR5tQ,,,,
413,6.08,Precision Highway for Ultra Low-precision Quantization,"6,7,5",0.82,"5,4,3",https://openreview.net/forum?id=SJx94o0qYX,,,,
414,6.08,Visual Explanation by Interpretation: Improving Visual Feedback Capabilities of Deep Neural Networks,"8,4,7",1.7,"4,5,3",https://openreview.net/forum?id=H1ziPjC5Fm,,,,
415,6.08,Towards Consistent Performance on Atari using Expert Demonstrations,"6,5,7,7",0.83,"4,4,1,4",https://openreview.net/forum?id=BkfPnoActQ,,,,
416,6.08,Graph U-Net,"7,4,7",1.41,"5,4,4",https://openreview.net/forum?id=HJePRoAct7,,,,
417,6,Learning models for visual 3D localization with implicit mapping,"7,5,6",0.82,"4,4,3",https://openreview.net/forum?id=rkxusjRctQ,,,,
418,6,A Closer Look at Few-shot Classification,"6,6,6",0,"2,5,4",https://openreview.net/forum?id=HkxLXnAcFQ,,,,
419,6,Computing committor functions for the study of rare events using deep learning with importance sampling,"6,6,5,7",0.71,"4,4,4,4",https://openreview.net/forum?id=H1lPUiRcYQ,,,,
420,6,Graph Transformer,"6,6,6",0,"5,5,3",https://openreview.net/forum?id=HJei-2RcK7,,,,
421,6,Multi-Agent Dual Learning,"6,6,6",0,"4,2,3",https://openreview.net/forum?id=HyGhN2A5tm,,,,
422,6,Out-of-Sample Extrapolation with Neuron Editing,"6,6,6",0,"3,3,4",https://openreview.net/forum?id=rygZJ2RcF7,,,,
423,6,Interactive Agent Modeling by Learning to Probe,"6,6,6,6",0,"4,3,4,4",https://openreview.net/forum?id=SJl98sR5tX,,,,
424,6,code2seq: Generating Sequences from Structured Representations of Code,"6,7,5",0.82,"4,4,4",https://openreview.net/forum?id=H1gKYo09tX,,,,
425,6,Efficient Multi-Objective Neural Architecture Search via Lamarckian Evolution,"6,6,6",0,"3,4,3",https://openreview.net/forum?id=ByME42AqK7,,,,
426,6,Emerging Disentanglement in Auto-Encoder Based Unsupervised Image Content Transfer,"6,6,6",0,"3,1,2",https://openreview.net/forum?id=BylE1205Fm,,,,
427,6,Top-Down Neural Model For Formulae,"6,6,6",0,"3,4,2",https://openreview.net/forum?id=Byg5QhR5FQ,,,,
428,6,Improving the Generalization of Adversarial Training with Domain Adaptation,"6,6,6",0,"3,4,2",https://openreview.net/forum?id=SyfIfnC5Ym,,,,
429,6,Environment Probing Interaction Policies,"6,6,6",0,"3,2,4",https://openreview.net/forum?id=ryl8-3AcFX,,,,
430,6,Combinatorial Attacks on Binarized Neural Networks,"5,6,7",0.82,"4,4,4",https://openreview.net/forum?id=S1lTEh09FQ,,,,
431,6,TarMAC: Targeted Multi-Agent Communication,"6,6,6",0,"5,4,5",https://openreview.net/forum?id=H1e572A5tQ,,,,
432,6,Wasserstein Barycenter Model Ensembling,"6,6,6",0,"4,3,4",https://openreview.net/forum?id=H1g4k309F7,,,,
433,6,Data-Dependent Coresets for Compressing Neural Networks with Applications to Generalization Bounds,"6,7,5",0.82,"3,4,4",https://openreview.net/forum?id=HJfwJ2A5KX,,,,
434,6,Improving Sentence Representations with Multi-view Frameworks,"7,6,5",0.82,"4,5,4",https://openreview.net/forum?id=S1xzyhR9Y7,,,,
435,6,Stochastic Gradient Push for Distributed Deep Learning,"6,6,6",0,"3,4,3",https://openreview.net/forum?id=HkgSk2A9Y7,,,,
436,6,Explicit Information Placement on Latent Variables using Auxiliary Generative Modelling Task,"6,7,5",0.82,"4,4,4",https://openreview.net/forum?id=H1l-SjA5t7,,,,
437,6,Modeling the Long Term Future in Model-Based Reinforcement Learning,"6,6,6",0,"4,4,4",https://openreview.net/forum?id=SkgQBn0cF7,,,,
438,6,Multi-class classification without multi-class labels,"6,7,5",0.82,"3,4,4",https://openreview.net/forum?id=SJzR2iRcK7,,,,
439,6,Neural Speed Reading with Structural-Jump-LSTM,"6,5,7",0.82,"5,4,4",https://openreview.net/forum?id=B1xf9jAqFQ,,,,
440,6,MEAN-FIELD ANALYSIS OF BATCH NORMALIZATION,"7,6,5",0.82,"3,3,3",https://openreview.net/forum?id=B1eSg3C9Ym,,,,
441,6,Information Theoretic lower bounds on negative log likelihood,"5,7,6",0.82,"3,3,4",https://openreview.net/forum?id=rkemqsC9Fm,,,,
442,6,GraphSeq2Seq: Graph-Sequence-to-Sequence for Neural Machine Translation,"6,6,6",0,"5,4,3",https://openreview.net/forum?id=B1fA3oActQ,,,,
443,6,Dimension-Free Bounds for Low-Precision Training,"6,6,6",0,"3,3,4",https://openreview.net/forum?id=ryeX-nC9YQ,,,,
444,6,Projective Subspace Networks For Few-Shot Learning,"6,6,6",0,"4,3,4",https://openreview.net/forum?id=rkzfuiA9F7,,,,
445,6,DATNet: Dual Adversarial Transfer for Low-resource Named Entity Recognition,"6,6,6",0,"4,5,4",https://openreview.net/forum?id=HkGzUjR5tQ,,,,
446,6,Semi-supervised Learning with Multi-Domain Sentiment Word Embeddings,"6,6,6",0,"3,3,3",https://openreview.net/forum?id=SkenUj0qYm,,,,
447,6,Variance Networks: When Expectation Does Not Meet Your Expectations,"6,6,6",0,"3,4,4",https://openreview.net/forum?id=B1GAUs0cKQ,,,,
448,6,Unsupervised Hyper-alignment for Multilingual Word Embeddings,"5,6,7",0.82,"3,4,3",https://openreview.net/forum?id=HJe62s09tX,,,,
449,6,Backpropamine: training self-modifying neural networks with differentiable neuromodulated plasticity,"4,9,5",2.16,"4,4,4",https://openreview.net/forum?id=r1lrAiA5Ym,,,,
450,6,Capsule Graph Neural Network,"6,6,6",0,"4,4,4",https://openreview.net/forum?id=Byl8BnRcYm,,,,
451,6,Cramer-Wold AutoEncoder,"5,7,6",0.82,"4,4,4",https://openreview.net/forum?id=rkgwuiA9F7,,,,
452,6,Probabilistic Planning with Sequential Monte Carlo methods,"8,6,4",1.63,"4,4,4",https://openreview.net/forum?id=ByetGn0cYX,,,,
453,6,A MAX-AFFINE SPLINE PERSPECTIVE OF RECURRENT NEURAL NETWORKS,"6,6,6",0,"3,3,3",https://openreview.net/forum?id=BJej72AqF7,,,,
454,6,STCN: Stochastic Temporal Convolutional Networks,"6,6,6",0,"5,3,4",https://openreview.net/forum?id=HkzSQhCcK7,,,,
455,6,Meta-Learning Language-Guided Policy Learning,"6,6,6",0,"4,3,4",https://openreview.net/forum?id=HkgSEnA5KQ,,,,
456,6,DON’T JUDGE A BOOK BY ITS COVER - ON THE DYNAMICS OF RECURRENT NEURAL NETWORKS,"5,7,6",0.82,"4,4,3",https://openreview.net/forum?id=H1z_Z2A5tX,,,,
457,6,Rigorous Agent Evaluation: An Adversarial Approach to Uncover Catastrophic Failures,"6,6,6",0,"3,3,3",https://openreview.net/forum?id=B1xhQhRcK7,,,,
458,6,Neural Networks for Modeling Source Code Edits,"6,6,6",0,"2,4,4",https://openreview.net/forum?id=Sklr9i09KQ,,,,
459,6,BNN+: Improved Binary Network Training,"8,6,4",1.63,"4,3,4",https://openreview.net/forum?id=SJfHg2A5tQ,,,,
460,6,Rethinking the Value of Network Pruning,"6,5,7",0.82,"4,5,5",https://openreview.net/forum?id=rJlnB3C5Ym,,,,
461,6,Discriminative Active Learning,"8,6,4",1.63,"4,4,4",https://openreview.net/forum?id=rJl-HsR9KX,,,,
462,6,INVASE: Instance-wise Variable Selection using Neural Networks,"6,6,6",0,"3,4,3",https://openreview.net/forum?id=BJg_roAcK7,,,,
463,6,Countering Language Drift via Grounding,"6,6,6",0,"3,4,4",https://openreview.net/forum?id=BkMn9jAcYQ,,,,
464,6,Decoupled Weight Decay Regularization,"6,7,5",0.82,"4,4,4",https://openreview.net/forum?id=Bkg6RiCqY7,,,,
465,6,Unsupervised Neural Multi-Document Abstractive Summarization of Reviews,"5,4,9",2.16,"4,4,4",https://openreview.net/forum?id=rylhToC5YQ,,,,
466,6,Invariance and Inverse Stability under ReLU,"5,6,7",0.82,"3,4,3",https://openreview.net/forum?id=SyxYEoA5FX,,,,
467,6,Shallow Learning For Deep Networks,"6,5,7",0.82,"4,4,4",https://openreview.net/forum?id=r1Gsk3R9Fm,,,,
468,6,Meta-Learning Neural Bloom Filters,"3,6,7",1.7,"1,4,3",https://openreview.net/forum?id=HkekMnR5Ym,,,,
469,6,Machine Translation With Weakly Paired Bilingual Documents,"6,5,7",0.82,"3,5,5",https://openreview.net/forum?id=ryza73R9tQ,,,,
470,6,Learning what you can do before doing anything,"7,5,6",0.82,"4,4,3",https://openreview.net/forum?id=SylPMnR9Ym,,,,
471,6,Hierarchical Reinforcement Learning with Hindsight,"6,7,5",0.82,"4,4,4",https://openreview.net/forum?id=ryzECoAcY7,,,,
472,6,Language Modeling Teaches You More Syntax than Translation Does: Lessons Learned Through Auxiliary Task Analysis,"6,5,7",0.82,"4,4,4",https://openreview.net/forum?id=ryeNPi0qKX,,,,
473,6,Efficient Codebook and Factorization for Second Order Representation Learning,"6,6,6",0,"5,4,2",https://openreview.net/forum?id=B1e0KsRcYQ,,,,
474,6,Recurrent Kalman Networks: Factorized Inference in High-Dimensional Deep Feature Spaces,"6,6,6",0,"4,3,4",https://openreview.net/forum?id=rkx1m2C5YQ,,,,
475,6,ANYTIME MINIBATCH: EXPLOITING STRAGGLERS IN ONLINE DISTRIBUTED OPTIMIZATION,"4,7,7",1.41,"4,4,4",https://openreview.net/forum?id=rkzDIiA5YQ,,,,
476,6,A Systematic Study of Binary Neural Networks' Optimisation,"8,6,4",1.63,"4,3,4",https://openreview.net/forum?id=rJfUCoR5KX,,,,
477,6,Adversarial Information Factorization,"6,6,6",0,"4,4,4",https://openreview.net/forum?id=BJfRpoA9YX,,,,
478,6,Feed-forward Propagation in Probabilistic Neural Networks with Categorical and Max Layers,"6,6,6",0,"3,5,4",https://openreview.net/forum?id=SkMuPjRcKQ,,,,
479,5.94,Dynamic Channel Pruning: Feature Boosting and Suppression,"7,6,7,4",1.22,"5,3,4,5",https://openreview.net/forum?id=BJxh2j0qYm,,,,
480,5.93,Fortified Networks: Improving the Robustness of Deep Networks by Modeling the Manifold of Hidden Representations,"4,5,9,6",1.87,"5,3,4,3",https://openreview.net/forum?id=SkgVRiC9Km,,,,
481,5.93,signSGD with Majority Vote is Communication Efficient and Fault Tolerant,"5,6,7",0.82,"5,5,4",https://openreview.net/forum?id=BJxhijAcY7,,,,
482,5.92,Generative predecessor models for sample-efficient imitation learning,"6,5,7",0.82,"3,5,4",https://openreview.net/forum?id=SkeVsiAcYm,,,,
483,5.92,Sinkhorn AutoEncoders,"5,6,6,7",0.71,"4,3,3,3",https://openreview.net/forum?id=BygNqoR9tm,,,,
484,5.92,"A comprehensive, application-oriented study of catastrophic forgetting in DNNs","5,6,7",0.82,"4,5,3",https://openreview.net/forum?id=BkloRs0qK7,,,,
485,5.92,Selfless Sequential Learning,"7,6,5",0.82,"4,4,5",https://openreview.net/forum?id=Bkxbrn0cYX,,,,
486,5.92,Von Mises-Fisher Loss for Training Sequence to Sequence Models with Continuous Outputs,"6,7,5",0.82,"4,4,5",https://openreview.net/forum?id=rJlDnoA5Y7,,,,
487,5.91,Distribution-Interpolation Trade off in Generative Models,"6,7,5",0.82,"4,3,4",https://openreview.net/forum?id=SyMhLo0qKQ,,,,
488,5.91,Optimal Transport Maps For Distribution Preserving Operations on Latent Spaces of Generative Models,"7,5,5",0.94,"5,3,3",https://openreview.net/forum?id=BklCusRct7,,,,
489,5.91,IB-GAN: Disentangled Representation Learning with Information Bottleneck GAN,"7,7,4",1.41,"4,3,4",https://openreview.net/forum?id=ryljV2A5KX,,,,
490,5.91,Online Hyperparameter Adaptation via Amortized Proximal Optimization,"6,5,7",0.82,"4,4,3",https://openreview.net/forum?id=rJl6M2C5Y7,,,,
491,5.9,EFFICIENT TWO-STEP ADVERSARIAL DEFENSE FOR DEEP NEURAL NETWORKS,"5,6,7",0.82,"4,3,3",https://openreview.net/forum?id=BklpOo09tQ,,,,
492,5.9,Aggregated Momentum: Stability Through Passive Damping,"7,6,5",0.82,"3,3,4",https://openreview.net/forum?id=Syxt5oC5YQ,,,,
493,5.9,Cost-Sensitive Robustness against Adversarial Examples,"5,5,8",1.41,"4,3,3",https://openreview.net/forum?id=BygANhA9tQ,,,,
494,5.9,A Direct Approach to Robust Deep Learning Using Adversarial Networks,"5,7,6",0.82,"4,3,3",https://openreview.net/forum?id=S1lIMn05F7,,,,
495,5.89,Graph Convolutional Network with Sequential Attention For Goal-Oriented Dialogue Systems,"5,6,7",0.82,"3,4,2",https://openreview.net/forum?id=Skz-3j05tm,,,,
496,5.89,PeerNets: Exploiting Peer Wisdom Against Adversarial Attacks,"7,5",1,"4,5",https://openreview.net/forum?id=Sk4jFoA9K7,,,,
497,5.88,Improved Learning of One-hidden-layer Convolutional Neural Networks with Overlaps,"6,5,6",0.47,"3,1,4",https://openreview.net/forum?id=rkMnHjC5YQ,,,,
498,5.86,Mixed Precision Quantization of ConvNets via Differentiable Neural Architecture Search,"5,6,7,6",0.71,"5,3,3,3",https://openreview.net/forum?id=BJGVX3CqYm,,,,
499,5.85,Optimistic mirror descent in saddle-point problems: Going the extra(-gradient) mile,"7,6,5",0.82,"3,5,5",https://openreview.net/forum?id=Bkg8jjC9KQ,,,,
500,5.85,"Modeling Parts, Structure, and System Dynamics via Predictive Learning","5,6,7,5",0.83,"3,3,4,3",https://openreview.net/forum?id=rJe10iC5K7,,,,
501,5.85,Estimating Information Flow in DNNs,"7,7,4",1.41,"4,4,5",https://openreview.net/forum?id=HkxOoiAcYX,,,,
502,5.83,NECST: Neural Joint Source-Channel Coding,"6,4,7",1.25,"5,3,4",https://openreview.net/forum?id=BJgbzhC5Ym,,,,
503,5.83,Adversarial Vulnerability of Neural Networks Increases with Input Dimension,"6,4,9,5",1.87,"4,5,4,5",https://openreview.net/forum?id=H1MzKs05F7,,,,
504,5.83,Dirichlet Variational Autoencoder,"6,5,7",0.82,"4,5,3",https://openreview.net/forum?id=rkgsvoA9K7,,,,
505,5.82,DADAM: A consensus-based distributed adaptive gradient method for online optimization,"8,4,6",1.63,"3,4,4",https://openreview.net/forum?id=SJeUAj05tQ,,,,
506,5.82,Beyond Greedy Ranking: Slate Optimization via List-CVAE,"6,4,7",1.25,"4,3,4",https://openreview.net/forum?id=r1xX42R5Fm,,,,
507,5.82,Cross-Entropy Loss Leads To Poor Margins,"8,5,5",1.41,"3,4,4",https://openreview.net/forum?id=ByfbnsA9Km,,,,
508,5.82,Talk The Walk: Navigating Grids in New York City through Grounded Dialogue,"6,7,4",1.25,"4,4,3",https://openreview.net/forum?id=HyxhusA9Fm,,,,
509,5.8,DL2: Training and Querying Neural Networks with Logic,"7,5,5",0.94,"4,4,2",https://openreview.net/forum?id=H1faSn0qY7,,,,
510,5.8,Gradient-based Training of Slow Feature Analysis by Differentiable Approximate Whitening,"5,6,6",0.47,"2,4,4",https://openreview.net/forum?id=rJlHIo09KQ,,,,
511,5.8,Stochastic Gradient/Mirror Descent: Minimax Optimality and Implicit Regularization,"7,5,5",0.94,"4,3,3",https://openreview.net/forum?id=HJf9ZhC9FX,,,,
512,5.8,Transfer Learning for Related Reinforcement Learning Tasks via Image-to-Image Translation,"7,7,4",1.41,"3,3,4",https://openreview.net/forum?id=rkxjnjA5KQ,,,,
513,5.8,Learning from Positive and Unlabeled Data with a Selection Bias,"7,6,5",0.82,"2,4,4",https://openreview.net/forum?id=rJzLciCqKm,,,,
514,5.8,Learning what and where to attend with humans in the loop,"6,4,8",1.63,"3,4,3",https://openreview.net/forum?id=BJgLg3R9KQ,,,,
515,5.8,The Unusual Effectiveness of Averaging in GAN Training,"5,6,6",0.47,"2,4,4",https://openreview.net/forum?id=SJgw_sRqFQ,,,,
516,5.8,Integer Networks for Data Compression with Latent-Variable Models,"6,4,8",1.63,"3,4,3",https://openreview.net/forum?id=S1zz2i0cY7,,,,
517,5.78,Lipschitz regularized Deep Neural Networks generalize,"4,6,7",1.25,"3,2,4",https://openreview.net/forum?id=r1l3NiCqY7,,,,
518,5.77,Collapse of deep and narrow neural nets,"6,4,7",1.25,"4,4,5",https://openreview.net/forum?id=r1MSBjA9Ym,,,,
519,5.77,ACTRCE: Augmenting Experience via Teacher’s Advice,"5,7,5",0.94,"4,5,4",https://openreview.net/forum?id=HyM8V2A9Km,,,,
520,5.77,"A Closer Look at Deep Learning Heuristics: Learning rate restarts, Warmup and Distillation","4,7,6",1.25,"4,5,4",https://openreview.net/forum?id=r14EOsCqKX,,,,
521,5.77,Super-Resolution via Conditional Implicit Maximum Likelihood Estimation,"5,6,6",0.47,"3,5,5",https://openreview.net/forum?id=HklyMhCqYQ,,,,
522,5.75,Tree-Structured Recurrent Switching Linear Dynamical Systems for Multi-Scale Modeling,"6,5,6",0.47,"2,2,4",https://openreview.net/forum?id=HkzRQhR9YX,,,,
523,5.75,Cohen Welling bases & SO(2)-Equivariant classifiers using Tensor nonlinearity.,"3,7,6",1.7,"2,4,2",https://openreview.net/forum?id=SyxXhsAcFQ,,,,
524,5.75,Generalizable Adversarial Training via Spectral Normalization,"6,5,6",0.47,"5,3,4",https://openreview.net/forum?id=Hyx4knR9Ym,,,,
525,5.75,The Singular Values of Convolutional Layers,"7,4,7",1.41,"4,5,3",https://openreview.net/forum?id=rJevYoA9Fm,,,,
526,5.75,Deep Lagrangian Networks: Using Physics as Model Prior for Deep Learning,"7,4,7",1.41,"4,5,3",https://openreview.net/forum?id=BklHpjCqKm,,,,
527,5.75,Switching Linear Dynamics for Variational Bayes Filtering,"6,4,7",1.25,"3,4,5",https://openreview.net/forum?id=B1MbDj0ctQ,,,,
528,5.75,Deep Convolutional Networks as shallow Gaussian Processes,"5,8,5",1.41,"5,3,4",https://openreview.net/forum?id=Bklfsi0cKm,,,,
529,5.73,Nested Dithered Quantization for Communication Reduction in Distributed Training,"5,5,7",0.94,"4,3,4",https://openreview.net/forum?id=rJxMM2C5K7,,,,
530,5.73,A unified theory of adaptive stochastic gradient descent as Bayesian filtering,"5,7,5",0.94,"3,4,4",https://openreview.net/forum?id=BygREjC9YQ,,,,
531,5.73,Improving Sequence-to-Sequence Learning via Optimal Transport,"5,7,5",0.94,"3,4,4",https://openreview.net/forum?id=S1xtAjR5tX,,,,
532,5.73,Where Off-Policy Deep Reinforcement Learning Fails,"7,5,5",0.94,"4,4,3",https://openreview.net/forum?id=S1zlmnA5K7,,,,
533,5.73,Open-Ended Content-Style Recombination Via Leakage Filtering,"7,5,5",0.94,"4,3,4",https://openreview.net/forum?id=B1eXbn05t7,,,,
534,5.73,Dynamic Early Terminating of Multiply Accumulate Operations for Saving Computation Cost in Convolutional Neural Networks,"5,6,6",0.47,"3,5,3",https://openreview.net/forum?id=SJe8DsR9tm,,,,
535,5.73,Optimal Control Via Neural Networks: A Convex Approach,"1,8,7",3.09,"3,4,4",https://openreview.net/forum?id=H1MW72AcK7,,,,
536,5.73,Human-level Protein Localization with Convolutional Neural Networks,"4,5,8",1.7,"4,3,4",https://openreview.net/forum?id=ryl5khRcKm,,,,
