Rank,Rating,Title,Ratings,Variance,Confidences,URL’s,Review Title,Review Text,Decision,Area Chair’s Comment
1079,4.55,TabNN: A Universal Neural Network Solution for Tabular Data,"5,4,5",0.47,"4,5,2",https://openreview.net/forum?id=r1eJssCqY7,,,,
1080,4.54,Generative Adversarial Network Training is a Continual Learning Problem,"5,3,6",1.25,"4,5,4",https://openreview.net/forum?id=SJzuHiA9tQ,,,,
1081,4.5,A Model Cortical Network for Spatiotemporal Sequence Learning and Prediction,"3,7,3",1.89,"2,3,3",https://openreview.net/forum?id=BJl_VnR9Km,,,,
1082,4.5,Learning Physics Priors for Deep Reinforcement Learing,"5,3,5",0.94,"4,3,5",https://openreview.net/forum?id=SklrrhRqFX,,,,
1083,4.5,Fast Exploration with Simplified Models and Approximately Optimistic Planning in Model Based Reinforcement Learning,"5,4",0.5,"4,4",https://openreview.net/forum?id=HygS7n0cFQ,,,,
1084,4.5,FAST OBJECT LOCALIZATION VIA SENSITIVITY ANALYSIS,"4,6,3",1.25,"3,5,4",https://openreview.net/forum?id=rkzUYjCcFm,,,,
1085,4.5,Tinkering with black boxes: counterfactuals uncover modularity in generative models,"6,4,4",0.94,"3,4,5",https://openreview.net/forum?id=Byldr3RqKX,,,,
1086,4.5,Holographic and other Point Set Distances for Machine Learning,"4,3,7",1.7,"3,4,3",https://openreview.net/forum?id=rJlpUiAcYX,,,,
1087,4.5,Learning to control self-assembling morphologies: a study of generalization via modularity,"4,7,3",1.7,"3,3,4",https://openreview.net/forum?id=B1lxH20qtX,,,,
1088,4.5,SIMILE: Introducing Sequential Information towards More Effective Imitation Learning,"6,4,4",0.94,"3,5,4",https://openreview.net/forum?id=Hyghb2Rct7,,,,
1089,4.5,Improving On-policy Learning with Statistical Reward Accumulation,"4,5",0.5,"3,3",https://openreview.net/forum?id=HJgZrsC5t7,,,,
1090,4.47,Music Transformer,"5,4,4,5",0.5,"4,4,4,3",https://openreview.net/forum?id=rJe4ShAcF7,,,,
1091,4.46,DEEP GEOMETRICAL GRAPH CLASSIFICATION,"4,3,6",1.25,"4,4,5",https://openreview.net/forum?id=Hkes0iR9KX,,,,
1092,4.45,"Prototypical Examples in Deep Learning: Metrics, Characteristics, and Utility","3,5,5",0.94,"3,4,4",https://openreview.net/forum?id=r1xyx3R9tQ,,,,
1093,4.45,Bridging HMMs and RNNs through Architectural Transformations,"5,3,5",0.94,"4,3,4",https://openreview.net/forum?id=HyesB2RqFQ,,,,
1094,4.45,Integrated Steganography and Steganalysis with Generative Adversarial Networks,"3,6,5",1.25,"5,4,2",https://openreview.net/forum?id=r1Vx_oA5YQ,,,,
1095,4.45,Explicit Recall for Efficient Exploration,"7,4,3",1.7,"3,4,4",https://openreview.net/forum?id=B1GIB3A9YX,,,,
1096,4.45,Meta-Learning with Individualized Feature Space for Few-Shot Classification,"5,5,3",0.94,"4,4,3",https://openreview.net/forum?id=BygrtoC9Km,,,,
1097,4.45,Coupled Recurrent Models for Polyphonic Music Composition,"7,3,4",1.7,"3,4,4",https://openreview.net/forum?id=r1V0m3C5YQ,,,,
1098,4.44,Unification of Recurrent Neural Network Architectures and Quantum Inspired Stable Design,"5,4,4,5",0.5,"2,2,3,2",https://openreview.net/forum?id=SJfFTjA5KQ,,,,
1099,4.43,One-Shot High-Fidelity Imitation: Training Large-Scale Deep Nets with RL,"4,4,5,5",0.5,"4,4,3,3",https://openreview.net/forum?id=HJMjW3RqtX,,,,
1100,4.42,Discovering Low-Precision Networks Close to Full-Precision Networks for Efficient Embedded Inference,"5,3,6",1.25,"4,5,3",https://openreview.net/forum?id=BJx1SsAcYQ,,,,
1101,4.42,Meta-learning with differentiable closed-form solvers,"5,2,7",2.05,"3,5,4",https://openreview.net/forum?id=HyxnZh0ct7,,,,
1102,4.42,Stochastic Quantized Activation: To prevent Overfitting in Fast Adversarial Training,"4,5,4",0.47,"3,5,4",https://openreview.net/forum?id=ryxeB30cYX,,,,
1103,4.4,Select Via Proxy: Efficient Data Selection For Training Deep Networks,"4,4,5",0.47,"4,2,4",https://openreview.net/forum?id=ryzHXnR5Y7,,,,
1104,4.4,The Conditional Entropy Bottleneck,"6,2,6",1.89,"3,4,3",https://openreview.net/forum?id=rkVOXhAqY7,,,,
1105,4.4,TopicGAN: Unsupervised Text Generation from Explainable Latent Topics,"4,4,5",0.47,"2,4,4",https://openreview.net/forum?id=SyGjQ30qFX,,,,
1106,4.4,Variadic Learning by Bayesian Nonparametric Deep Embedding,"5,4,4",0.47,"4,2,4",https://openreview.net/forum?id=SJf6BhAqK7,,,,
1107,4.4,Unsupervised classification into unknown number of classes,"4,4,5",0.47,"2,4,4",https://openreview.net/forum?id=S1gUVjCqKm,,,,
1108,4.38,PIE: Pseudo-Invertible Encoder,"3,5,5",0.94,"4,5,4",https://openreview.net/forum?id=SkgiX2Aqtm,,,,
1109,4.38,Context Dependent Modulation of Activation Function,"4,4,4,4,6",0.8,"5,3,4,5,4",https://openreview.net/forum?id=rylWVnR5YQ,,,,
1110,4.38,Label Smoothing and Logit Squeezing: A Replacement for Adversarial Training?,"7,4,2",2.05,"5,3,5",https://openreview.net/forum?id=BJlr0j0ctX,,,,
1111,4.38,Learning What to Remember: Long-term Episodic Memory Networks for Learning from Streaming Data,"5,4,4",0.47,"5,4,4",https://openreview.net/forum?id=BJxPk2A9Km,,,,
1112,4.38,Sample Efficient Deep Neuroevolution in Low Dimensional Latent Space,"4,5,4",0.47,"4,5,4",https://openreview.net/forum?id=SkgE8sRcK7,,,,
1113,4.38,Total Style Transfer with a Single Feed-Forward Network,"4,5,4",0.47,"5,5,3",https://openreview.net/forum?id=BJ4AFsRcFQ,,,,
1114,4.36,A SINGLE SHOT PCA-DRIVEN ANALYSIS OF NETWORK STRUCTURE TO REMOVE REDUNDANCY,"4,4,5",0.47,"5,4,5",https://openreview.net/forum?id=SJgzJh0qtQ,,,,
1115,4.36,PRUNING WITH HINTS: AN EFFICIENT FRAMEWORK FOR MODEL ACCELERATION,"4,5,4",0.47,"3,4,4",https://openreview.net/forum?id=Hyffti0ctQ,,,,
1116,4.36,Targeted Adversarial Examples for Black Box Audio Systems,"4,6,3",1.25,"3,4,4",https://openreview.net/forum?id=HyGySsAct7,,,,
1117,4.36,Classifier-agnostic saliency map extraction,"4,5,4",0.47,"3,4,4",https://openreview.net/forum?id=BJxbYoC9FQ,,,,
1118,4.36,Visual Imitation Learning with Recurrent Siamese Networks,"4,4,5",0.47,"4,3,4",https://openreview.net/forum?id=SyNbRj09Y7,,,,
1119,4.36,Selectivity metrics can overestimate the selectivity of units: a case study on AlexNet,"5,6,3",1.25,"3,3,5",https://openreview.net/forum?id=Skluy2RcK7,,,,
1120,4.36,COMPOSITION AND DECOMPOSITION OF GANS,"4,5,4",0.47,"5,5,4",https://openreview.net/forum?id=rJgP7hR5YQ,,,,
1121,4.36,Rating Continuous Actions in Spatial Multi-Agent Problems,"5,4,4",0.47,"4,3,4",https://openreview.net/forum?id=HygqJnCqtm,,,,
1122,4.33,Compound Density Networks,"3,5,5",0.94,"4,4,4",https://openreview.net/forum?id=rkgv9oRqtQ,,,,
1123,4.33,CHEMICAL NAMES STANDARDIZATION USING NEURAL SEQUENCE TO SEQUENCE MODEL,"4,3,7",1.7,"4,5,3",https://openreview.net/forum?id=rJg_NjCqtX,,,,
1124,4.33,Sentence Encoding with Tree-Constrained Relation Networks,"3,5,5",0.94,"4,4,4",https://openreview.net/forum?id=rJxXDsCqYX,,,,
1125,4.33,Explainable Adversarial Learning: Implicit Generative Modeling of Random Noise during Training for Adversarial Robustness,"3,5,5",0.94,"4,4,4",https://openreview.net/forum?id=rkMk9j0qYm,,,,
1126,4.33,EFFICIENT SEQUENCE LABELING WITH ACTOR-CRITIC TRAINING,"5,4,4",0.47,"4,3,5",https://openreview.net/forum?id=H1e6ij0cKQ,,,,
1127,4.33,From Nodes to Networks: Evolving Recurrent Neural Networks,"5,4,4",0.47,"4,4,4",https://openreview.net/forum?id=S1lVniC5Y7,,,,
1128,4.33,Log Hyperbolic Cosine Loss Improves Variational Auto-Encoder,"4,4,5",0.47,"4,4,4",https://openreview.net/forum?id=rkglvsC9Ym,,,,
1129,4.33,Successor Uncertainties: exploration and uncertainty in temporal difference learning,"4,5,4",0.47,"3,4,5",https://openreview.net/forum?id=BklACjAqFm,,,,
1130,4.33,Deep Ensemble Bayesian Active Learning : Adressing the Mode Collapse issue in Monte Carlo dropout via Ensembles,"4,4,5",0.47,"4,4,4",https://openreview.net/forum?id=Byx93sC9tm,,,,
1131,4.33,$A^*$ sampling with probability matching,"5,6,3",1.25,"5,2,5",https://openreview.net/forum?id=HygQro05KX,,,,
1132,4.33,REPRESENTATION COMPRESSION AND GENERALIZATION IN DEEP NEURAL NETWORKS,"6,3,4",1.25,"3,3,3",https://openreview.net/forum?id=SkeL6sCqK7,,,,
1133,4.33,Gradient-based learning for F-measure and other performance metrics,"5,3,5",0.94,"3,4,5",https://openreview.net/forum?id=H1zxjsCqKQ,,,,
1134,4.33,Learning to Control Visual Abstractions for Structured Exploration in Deep Reinforcement Learning,"4,5,4",0.47,"3,3,3",https://openreview.net/forum?id=HJlWXhC5Km,,,,
1135,4.33,Q-map: a Convolutional Approach for Goal-Oriented Reinforcement Learning,"5,4,4",0.47,"4,5,3",https://openreview.net/forum?id=rye7XnRqFm,,,,
1136,4.33,On Generalization Bounds of a Family of Recurrent Neural Networks,"4,6,3",1.25,"4,4,4",https://openreview.net/forum?id=Skf-oo0qt7,,,,
1137,4.33,Backdrop: Stochastic Backpropagation,"5,3,5",0.94,"3,3,3",https://openreview.net/forum?id=B1l8iiA9tQ,,,,
1138,4.33,ACE: Artificial Checkerboard Enhancer to Induce and Evade Adversarial Attacks,"4,4,6",0.94,"2,3,1",https://openreview.net/forum?id=BJlc6iA5YX,,,,
1139,4.33,Learning a Neural-network-based Representation for Open Set Recognition,"4,4,5",0.47,"4,4,4",https://openreview.net/forum?id=r1elIi09K7,,,,
1140,4.33,Harmonic Unpaired Image-to-image Translation,"4,5,4",0.47,"5,5,5",https://openreview.net/forum?id=S1M6Z2Cctm,,,,
1141,4.33,Jumpout: Improved Dropout for Deep Neural Networks with Rectified Linear Units,"5,4,4",0.47,"4,3,5",https://openreview.net/forum?id=r1gRCiA5Ym,,,,
1142,4.33,Do Language Models Have Common Sense?,"5,4,4",0.47,"4,4,4",https://openreview.net/forum?id=rkgfWh0qKX,,,,
1143,4.33,In Your Pace: Learning the Right Example at the Right Time,"5,4,4",0.47,"4,4,4",https://openreview.net/forum?id=ryxHii09KQ,,,,
1144,4.33,Neural Probabilistic Motor Primitives for Humanoid Control,"3,6,4",1.25,"4,4,4",https://openreview.net/forum?id=BJl6TjRcY7,,,,
1145,4.33,On the effect of the activation function on the distribution of hidden nodes in a deep network,"4,5,4",0.47,"3,3,3",https://openreview.net/forum?id=HJej3s09Km,,,,
1146,4.33,N/A,"5,4,4",0.47,"4,4,4",https://openreview.net/forum?id=Sy4G8sC9KX,,,,
1147,4.31,A Convergent Variant of the Boltzmann Softmax Operator in Reinforcement Learning,"4,4,5",0.47,"5,4,4",https://openreview.net/forum?id=B1MhpiRqFm,,,,
1148,4.31,ACIQ: Analytical Clipping for Integer Quantization of neural networks,"4,4,5",0.47,"5,4,4",https://openreview.net/forum?id=B1x33sC9KQ,,,,
1149,4.31,End-to-End Hierarchical Text Classification with Label Assignment Policy,"5,4,4",0.47,"4,5,4",https://openreview.net/forum?id=H1Gfx3Rqtm,,,,
1150,4.31,Generative adversarial interpolative autoencoding: adversarial training on latent space interpolations encourages convex latent distributions,"5,4,4",0.47,"4,4,5",https://openreview.net/forum?id=HJl2Ns0qKX,,,,
1151,4.31,Selective Self-Training for semi-supervised Learning,"4,5,4",0.47,"5,4,4",https://openreview.net/forum?id=SyzrLjA5FQ,,,,
1152,4.31,Contextualized Role Interaction for Neural Machine Translation,"4,5,4",0.47,"5,4,4",https://openreview.net/forum?id=ryx3_iAcY7,,,,
1153,4.31,LARGE BATCH SIZE TRAINING OF NEURAL NETWORKS WITH ADVERSARIAL TRAINING AND SECOND-ORDER INFORMATION,"4,5,4",0.47,"5,4,4",https://openreview.net/forum?id=H1lnJ2Rqt7,,,,
1154,4.31,Pseudosaccades: A simple ensemble scheme for improving classification performance of deep nets,"5,4,4",0.47,"4,4,5",https://openreview.net/forum?id=B1eCCoR5tm,,,,
1155,4.31,Asynchronous SGD without gradient delay for efficient distributed training,"5,4,4",0.47,"4,4,5",https://openreview.net/forum?id=H1lo3sC9KX,,,,
1156,4.3,Mean Replacement Pruning,"5,4,4",0.47,"3,4,3",https://openreview.net/forum?id=BJxRVnC5Fm,,,,
1157,4.3,NICE: noise injection and clamping estimation for neural network quantization,"4,5,4",0.47,"4,3,3",https://openreview.net/forum?id=HyfyN30qt7,,,,
1158,4.3,DeepTwist: Learning Model Compression via Occasional Weight Distortion,"5,4,4",0.47,"3,3,4",https://openreview.net/forum?id=HJzLdjR9FX,,,,
1159,4.3,Adaptive Convolutional Neural Networks,"5,4,4",0.47,"3,3,4",https://openreview.net/forum?id=ByeWdiR5Ym,,,,
1160,4.3,Adversarial Examples Are a Natural Consequence of Test Error in Noise,"4,5,4",0.47,"4,3,3",https://openreview.net/forum?id=S1xoy3CcYX,,,,
1161,4.3,FEED: Feature-level Ensemble Effect for knowledge Distillation,"5,4,4",0.47,"3,3,4",https://openreview.net/forum?id=BJxYEsAqY7,,,,
1162,4.29,Task-GAN for Improved GAN based Image Restoration,"4,5,4",0.47,"5,4,5",https://openreview.net/forum?id=Hylnis0qKX,,,,
1163,4.29,Online Learning for Supervised Dimension Reduction,"2,5,6",1.7,"5,4,5",https://openreview.net/forum?id=B1MUroRct7,,,,
1164,4.29,Universal Attacks on Equivariant Networks,"4,4,5",0.47,"5,5,4",https://openreview.net/forum?id=B1MX5j0cFX,,,,
1165,4.27,Efficient Convolutional Neural Network Training with Direct Feedback Alignment,"4,4,5",0.47,"4,4,3",https://openreview.net/forum?id=BkGiPoC5FX,,,,
1166,4.27,Variational Domain Adaptation,"4,4,5",0.47,"3,5,3",https://openreview.net/forum?id=ByeLmn0qtX,,,,
1167,4.27,MANIFOLDNET: A DEEP NEURAL NETWORK FOR MANIFOLD-VALUED DATA,"5,4,4",0.47,"3,4,4",https://openreview.net/forum?id=SyzjBiR9t7,,,,
1168,4.27,The Natural Language Decathlon: Multitask Learning as Question Answering,"5,5,3",0.94,"4,3,4",https://openreview.net/forum?id=B1lfHhR9tm,,,,
1169,4.27,DVOLVER: Efficient Pareto-Optimal Neural Network Architecture Search,"4,5,4",0.47,"4,3,4",https://openreview.net/forum?id=Bkf1tjR9KQ,,,,
1170,4.27,The Cakewalk Method,"5,4,4",0.47,"3,4,4",https://openreview.net/forum?id=Hkx-ii05FQ,,,,
1171,4.27,Beyond Winning and Losing: Modeling Human Motivations and Behaviors with Vector-valued Inverse Reinforcement Learning,"5,4,4",0.47,"3,4,4",https://openreview.net/forum?id=SkVe3iA9Ym,,,,
1172,4.27,BlackMarks: Black-box Multi-bit Watermarking for Deep Neural Networks,"5,4,4",0.47,"3,4,4",https://openreview.net/forum?id=S1MeM2RcFm,,,,
1173,4.27,Combining Learned Representations for Combinatorial Optimization,"4,4,5",0.47,"3,5,3",https://openreview.net/forum?id=SkeQniAqK7,,,,
1174,4.27,Recovering the Lowest Layer of Deep Networks with High Threshold Activations,"4,5,4",0.47,"4,3,4",https://openreview.net/forum?id=BkgFqiAqFX,,,,
1175,4.27,Generative Models from the perspective of Continual Learning,"4,5,4",0.47,"4,3,4",https://openreview.net/forum?id=S1eFtj0cKQ,,,,
1176,4.27,A preconditioned accelerated stochastic gradient descent algorithm,"4,4,5",0.47,"3,5,3",https://openreview.net/forum?id=HJgODj05KX,,,,
1177,4.25,Distilled Agent DQN for Provable Adversarial Robustness,"5,3,4",0.82,"4,2,2",https://openreview.net/forum?id=ryeAy3AqYm,,,,
1178,4.25,"Plan Online, Learn Offline: Efficient Learning and Exploration via Model-Based Control","6,3,4",1.25,"4,5,3",https://openreview.net/forum?id=Byey7n05FQ,,,,
1179,4.25,SENSE: SEMANTICALLY ENHANCED NODE SEQUENCE EMBEDDING,"4,4,5",0.47,"4,5,3",https://openreview.net/forum?id=B1x9siCcYQ,,,,
1180,4.25,Unsupervised Word Discovery with Segmental Neural Language Models,"4,3,6",1.25,"3,5,4",https://openreview.net/forum?id=r1NDBsAqY7,,,,
1181,4.25,Intriguing Properties of Learned Representations,"3,6,5",1.25,"4,2,2",https://openreview.net/forum?id=SJzvDjAcK7,,,,
1182,4.23,Learning Corresponded Rationales for Text Matching,"6,4,3",1.25,"4,4,5",https://openreview.net/forum?id=rklQas09tm,,,,
1183,4.23,Recycling the discriminator for improving the inference mapping of GAN,"3,3,7",1.89,"5,4,4",https://openreview.net/forum?id=HkgnpiR9Y7,,,,
1184,4.23,Meta-Learning to Guide Segmentation,"7,3,3",1.89,"4,4,5",https://openreview.net/forum?id=HJej6jR5Fm,,,,
1185,4.23,A Priori Estimates of the Generalization Error for Two-layer Neural Networks,"4,4,4,5",0.43,"3,3,4,3",https://openreview.net/forum?id=Sklqvo0qt7,,,,
1186,4.23,Inter-BMV: Interpolation with Block Motion Vectors for Fast Semantic Segmentation on Video,"5,3,5",0.94,"4,5,4",https://openreview.net/forum?id=BJgy-n0cK7,,,,
1187,4.23,SHAMANN: Shared Memory Augmented Neural Networks,"4,5,4",0.47,"5,3,5",https://openreview.net/forum?id=BJeWOi09FQ,,,,
1188,4.23,Network Reparameterization for Unseen Class Categorization,"5,3,5",0.94,"5,5,3",https://openreview.net/forum?id=rJeyV2AcKX,,,,
1189,4.22,Discovering General-Purpose Active Learning Strategies,"5,4,4,4",0.43,"4,5,5,4",https://openreview.net/forum?id=HJxfm2CqKm,,,,
1190,4.22,Unsupervised Meta-Learning for Reinforcement Learning,"3,6,4",1.25,"4,3,2",https://openreview.net/forum?id=H1eRBoC9FX,,,,
1191,4.22,Modulating transfer between tasks in gradient-based meta-learning,"5,4,4",0.47,"2,3,4",https://openreview.net/forum?id=HyxpNnRcFX,,,,
1192,4.21,Characterizing the Accuracy/Complexity Landscape of Explanations of Deep Networks through Knowledge Extraction,"4,4,4,5",0.43,"2,5,4,3",https://openreview.net/forum?id=ByEtPiAcY7,,,,
1193,4.21,Understanding the Asymptotic Performance of Model-Based RL Methods,"5,6,4,2",1.48,"3,4,3,4",https://openreview.net/forum?id=B1g29oAqtm,,,,
1194,4.2,A Guider Network for Multi-Dual Learning,"4,5,4",0.47,"3,2,5",https://openreview.net/forum?id=B1eO9oA5Km,,,,
1195,4.2,Evolutionary-Neural Hybrid Agents for Architecture Search,"5,4,4",0.47,"2,4,4",https://openreview.net/forum?id=S1eBzhRqK7,,,,
1196,4.2,Pixel Redrawn For A Robust Adversarial Defense,"4,6,3",1.25,"3,3,4",https://openreview.net/forum?id=r1ez_sRcFQ,,,,
1197,4.2,Modulated Variational Auto-Encoders for Many-to-Many Musical Timbre Transfer,"5,5,3",0.94,"3,3,4",https://openreview.net/forum?id=HJgOl3AqY7,,,,
1198,4.2,Deep Perm-Set Net: Learn to predict sets with unknown permutation and cardinality using deep neural networks,"7,3,3",1.89,"3,3,4",https://openreview.net/forum?id=rJVoEiCqKQ,,,,
1199,4.2,W2GAN: RECOVERING AN OPTIMAL TRANSPORT MAP WITH A GAN,"6,3,4",1.25,"3,4,3",https://openreview.net/forum?id=BJx9f305t7,,,,
1200,4.2,Provable Defenses against Spatially Transformed Adversarial Inputs: Impossibility and Possibility Results,"5,3,5",0.94,"3,4,3",https://openreview.net/forum?id=HkeWSnR5Y7,,,,
1201,4.2,Multi-Objective Value Iteration with Parameterized Threshold-Based Safety Constraints,"5,5,3",0.94,"4,2,4",https://openreview.net/forum?id=HyeS73ActX,,,,
1202,4.2,Neural Rendering Model: Joint Generation and Prediction for Semi-Supervised Learning,"5,5,3",0.94,"3,3,4",https://openreview.net/forum?id=B1lx42A9Ym,,,,
1203,4.19,Geomstats: a Python Package for Riemannian Geometry in Machine Learning,"4,4,3,8",1.92,"4,5,5,2",https://openreview.net/forum?id=rklXaoAcFX,,,,
1204,4.19,Countdown Regression: Sharp and Calibrated Survival Predictions,"4,4,4,5",0.43,"5,4,4,3",https://openreview.net/forum?id=Bkx8OiRcYX,,,,
1205,4.18,On Meaning-Preserving Adversarial Perturbations for Sequence-to-Sequence Models,"4,3,6",1.25,"4,4,3",https://openreview.net/forum?id=BylkG20qYm,,,,
1206,4.18,Auto-Encoding Knockoff Generator for FDR Controlled Variable Selection,"3,4,6",1.25,"4,4,3",https://openreview.net/forum?id=rkxfjjA5Km,,,,
1207,4.17,Improving Sample-based Evaluation for Generative Adversarial Networks,"5,5,3",0.94,"3,4,5",https://openreview.net/forum?id=HJlY0jA5F7,,,,
1208,4.17,DppNet: Approximating Determinantal Point Processes with Deep Networks,"3,5,5",0.94,"5,4,3",https://openreview.net/forum?id=B1euhoAcKX,,,,
1209,4.17,Model-Agnostic Meta-Learning for Multimodal Task Distributions,"3,5,5",0.94,"5,4,3",https://openreview.net/forum?id=HkzOWnActX,,,,
1210,4.14,Universal discriminative quantum neural networks,"5,5,2",1.41,"3,2,2",https://openreview.net/forum?id=r1lgm3C5t7,,,,
1211,4.14,Downsampling leads to Image Memorization in Convolutional Autoencoders,"3,5,5",0.94,"3,2,2",https://openreview.net/forum?id=ByGUFsAqYm,,,,
1212,4.1,Dual Learning: Theoretical Study and Algorithmic Extensions,"6,2,5",1.7,"3,4,3",https://openreview.net/forum?id=HyMxAi05Km,,,,
1213,4.09,Variational recurrent models for representation learning,"5,3,5",0.94,"3,5,3",https://openreview.net/forum?id=HkxCenR5F7,,,,
1214,4.09,Wasserstein proximal of GANs,"3,6,4",1.25,"5,3,3",https://openreview.net/forum?id=Bye5OiR5F7,,,,
1215,4.09,Structured Prediction using cGANs with Fusion Discriminator,"7,3,3",1.89,"3,4,4",https://openreview.net/forum?id=SJxfxnA9K7,,,,
1216,4.09,Reconciling Feature-Reuse and Overfitting in DenseNet with Specialized Dropout,"5,3,4",0.82,"4,3,4",https://openreview.net/forum?id=r1gOe209t7,,,,
1217,4.09,Distributionally Robust Optimization Leads to Better Generalization: on SGD and Beyond,"3,4,5",0.82,"3,4,4",https://openreview.net/forum?id=S1fDssA5Y7,,,,
1218,4.09,Pearl: Prototype lEArning via Rule Lists,"5,3,4",0.82,"4,3,4",https://openreview.net/forum?id=r1gnQ20qYX,,,,
1219,4.09,Improving machine classification using human uncertainty measurements,"6,3,3",1.41,"4,5,2",https://openreview.net/forum?id=rJl8BhRqF7,,,,
1220,4.08,The effectiveness of layer-by-layer training using the information bottleneck principle,"5,2,5",1.41,"4,4,5",https://openreview.net/forum?id=r1Nb5i05tX,,,,
1221,4.08,Sequenced-Replacement Sampling for Deep Learning,"3,5,4",0.82,"4,5,4",https://openreview.net/forum?id=BJlVhsA5KX,,,,
1222,4.08,Neural Network Cost Landscapes as Quantum States,"5,3,4",0.82,"5,4,4",https://openreview.net/forum?id=SyxvSiCcFQ,,,,
1223,4.08,ON THE USE OF CONVOLUTIONAL AUTO-ENCODER FOR INCREMENTAL CLASSIFIER LEARNING IN CONTEXT AWARE ADVERTISEMENT,"5,4,3",0.82,"5,4,4",https://openreview.net/forum?id=rJeEqiC5KQ,,,,
1224,4,Overcoming catastrophic forgetting through weight consolidation and long-term memory,"4,4,4",0,"4,4,5",https://openreview.net/forum?id=BJlSHsAcK7,,,,
1225,4,Latent Domain Transfer: Crossing modalities with Bridging Autoencoders,"4,4,4",0,"4,4,4",https://openreview.net/forum?id=r1xrb3CqtQ,,,,
1226,4,Distinguishability of Adversarial Examples,"4,4,4",0,"4,5,4",https://openreview.net/forum?id=r1glehC5tQ,,,,
1227,4,Assessing Generalization in Deep Reinforcement Learning,"3,5,5",0.94,"5,3,2",https://openreview.net/forum?id=rylKB3A9Fm,,,,
1228,4,"S-System, Geometry, Learning, and Optimization: A Theory of Neural Networks","4,4",0,"2,1",https://openreview.net/forum?id=HyxUIj09KX,,,,
1229,4,Filter Training and Maximum Response: Classification via Discerning,"2,3,6",1.7,"1,4,3",https://openreview.net/forum?id=r1gKNs0qYX,,,,
1230,4,On the Statistical and Information Theoretical Characteristics of DNN Representations,"5,4,3",0.82,"3,4,3",https://openreview.net/forum?id=ryeyti0qKX,,,,
1231,4,The Forward-Backward Embedding of Directed Graphs,"5,3,4",0.82,"5,5,4",https://openreview.net/forum?id=S1E64jC5tm,,,,
1232,4,Difference-Seeking Generative Adversarial Network,"5,4,3",0.82,"4,3,4",https://openreview.net/forum?id=ryxDUs05KQ,,,,
1233,4,D2KE: From Distance to Kernel and Embedding via Random Features For Structured Inputs,"4,3,5",0.82,"4,4,4",https://openreview.net/forum?id=HyldojC9t7,,,,
1234,4,Explaining Neural Networks Semantically and Quantitatively,"4,4,4",0,"4,5,4",https://openreview.net/forum?id=SJfWKsC5K7,,,,
1235,4,HC-Net: Memory-based Incremental Dual-Network System for Continual learning,"4,4,4",0,"3,4,5",https://openreview.net/forum?id=rJgz8sA5F7,,,,
1236,4,NUTS: Network for Unsupervised Telegraphic Summarization,"4,4,4",0,"4,4,4",https://openreview.net/forum?id=rkGcYi09Km,,,,
1237,4,Guaranteed Recovery of One-Hidden-Layer Neural Networks via Cross Entropy,"3,4,5",0.82,"4,4,4",https://openreview.net/forum?id=HJlfAo09KX,,,,
1238,4,Adversarial Attacks for Optical Flow-Based Action Recognition Classifiers,"4,3,5",0.82,"5,4,4",https://openreview.net/forum?id=SkghBoR5FX,,,,
1239,4,Deep Generative Models for learning Coherent Latent Representations from Multi-Modal Data,"4,4,4",0,"2,3,4",https://openreview.net/forum?id=rJl8FoRcY7,,,,
1240,4,Sample-efficient policy learning in multi-agent Reinforcement Learning via meta-learning,"4,4,4",0,"3,4,4",https://openreview.net/forum?id=r1fiFs09YX,,,,
1241,4,Dynamic Pricing on E-commerce Platform with Deep Reinforcement Learning,"4,4,4",0,"4,5,3",https://openreview.net/forum?id=HJMRvsAcK7,,,,
1242,4,Training Hard-Threshold Networks with Combinatorial Search in a Discrete Target Propagation Setting,"3,4,5",0.82,"5,4,5",https://openreview.net/forum?id=rkeX-3Rqtm,,,,
1243,4,Conditional Inference in Pre-trained Variational Autoencoders via Cross-coding,"4,4,4",0,"4,4,5",https://openreview.net/forum?id=ByxLl309Ym,,,,
1244,4,Continual Learning via Explicit Structure Learning,"4,4,4",0,"4,5,4",https://openreview.net/forum?id=ryxsS3A5Km,,,,
1245,4,Implicit Maximum Likelihood Estimation,"4,3,5",0.82,"4,4,4",https://openreview.net/forum?id=rygunsAqYQ,,,,
1246,4,Activity Regularization for Continual Learning,"4,4,4",0,"5,5,4",https://openreview.net/forum?id=S1G_cj05YQ,,,,
1247,4,Trajectory VAE for multi-modal imitation,"4,4,4",0,"4,4,4",https://openreview.net/forum?id=Byx1VnR9K7,,,,
1248,4,Multi-Task Learning for Semantic Parsing with Cross-Domain Sketch,"3,4,5",0.82,"4,4,4",https://openreview.net/forum?id=r1fO8oC9Y7,,,,
1249,4,Incremental Hierarchical Reinforcement Learning with Multitask LMDPs,"3,4,5",0.82,"4,4,4",https://openreview.net/forum?id=Hye6uoC9tm,,,,
1250,4,Complexity of Training ReLU Neural Networks,"3,5,4",0.82,"5,5,3",https://openreview.net/forum?id=HyVbhi0cYX,,,,
1251,4,SEQUENCE MODELLING WITH AUTO-ADDRESSING AND RECURRENT MEMORY INTEGRATING NETWORKS,"4,4,4",0,"5,4,4",https://openreview.net/forum?id=HyMS8iRcK7,,,,
1252,4,Applications of Gaussian Processes in Finance,"4,5,3",0.82,"5,4,4",https://openreview.net/forum?id=ryEquiR9KX,,,,
